row_idx,obstacle_id,c_s1_logit,c_s1_prob,c_s1_pred,c_s2_logit,c_s2_prob,c_s2_pred,c_s3_logit,c_s3_prob,c_s3_pred,c_s4_logit,c_s4_prob,c_s4_pred,c_s5_logit,c_s5_prob,c_s5_pred,c_s6_logit,c_s6_prob,c_s6_pred,c_s9_logit,c_s9_prob,c_s9_pred,c_s10_logit,c_s10_prob,c_s10_pred
2875,295,-7.592886447906494,0.0005037701921537519,0,-8.681421279907227,0.00016968090494628996,0,-12.7251615524292,2.975303232233273e-06,0,-15.912176132202148,1.2286541561934428e-07,0,-13.134272575378418,1.976319026653073e-06,0,-15.898153305053711,1.2460046150408743e-07,0,-15.367412567138672,2.118446076337932e-07,0,-15.96282958984375,1.1679686195975592e-07,0
2876,851,0.3609955310821533,0.5892813801765442,1,-9.332219123840332,8.851773600326851e-05,0,-11.27096176147461,1.2737316865241155e-05,0,-13.365180969238281,1.5688267467339756e-06,0,-7.0684027671813965,0.0008508676546625793,0,-13.373828887939453,1.5553182493022177e-06,0,-12.666086196899414,3.1563654374622274e-06,0,-13.004526138305664,2.2501167222799268e-06,0
2877,831,-1.9205604791641235,0.12779907882213593,0,-9.273250579833984,9.389395563630387e-05,0,-9.95488166809082,4.749295476358384e-05,0,-12.110809326171875,5.499712187884143e-06,0,-6.947476387023926,0.0009601347264833748,0,-11.847590446472168,7.155726052587852e-06,0,-11.197338104248047,1.371045618725475e-05,0,-11.852117538452148,7.123405339370947e-06,0
2878,741,-2.186701536178589,0.10095106810331345,0,-12.95030689239502,2.3754842004564125e-06,0,-10.819279670715332,2.0009572835988365e-05,0,-12.885384559631348,2.534822215238819e-06,0,-5.842676162719727,0.0028926765080541372,0,-12.526615142822266,3.6287631246523233e-06,0,-11.553937911987305,9.598079486750066e-06,0,-12.626675605773926,3.2832429042173317e-06,0
2879,846,-17.52986717224121,2.4371118456656404e-08,0,-24.65840721130371,1.954293671335705e-11,0,-15.12282657623291,2.7054514362134796e-07,0,-19.968812942504883,2.1264476846027947e-09,0,-14.76262092590332,3.878600693951739e-07,0,-18.461627960205078,9.598798200727288e-09,0,-16.553478240966797,6.470170887951099e-08,0,-19.800235748291016,2.51690535080229e-09,0
2880,790,-15.717792510986328,1.492276737735665e-07,0,-23.820919036865234,4.51550463687056e-11,0,-14.589338302612305,4.6124398522806587e-07,0,-19.107528686523438,5.0315955846258476e-09,0,-13.668255805969238,1.1586477057790034e-06,0,-17.694091796875,2.0680145595974864e-08,0,-15.720643997192383,1.4880276921758195e-07,0,-18.98893165588379,5.66515456768002e-09,0
2881,724,-15.292742729187012,2.2826857559721248e-07,0,-25.330659866333008,9.977786825932089e-12,0,-15.673336029052734,1.5601149527810776e-07,0,-20.38867950439453,1.3973621149077076e-09,0,-13.602789878845215,1.2370376225590007e-06,0,-18.9593505859375,5.835239402784964e-09,0,-16.90721321105957,4.5424549455219676e-08,0,-20.321041107177734,1.49514733926992e-09,0
2882,806,-14.981305122375488,3.1167482461569307e-07,0,-20.63869857788086,1.0882459378080966e-09,0,-13.609954833984375,1.228205860570597e-06,0,-18.230878829956055,1.2090100476314092e-08,0,-14.064194679260254,7.798255978741508e-07,0,-16.948396682739258,4.3591803944309504e-08,0,-15.297782897949219,2.2712096381383162e-07,0,-18.088680267333984,1.3937535570107684e-08,0
2883,688,-17.567272186279297,2.3476351529438944e-08,0,-25.871686935424805,5.808568903642453e-12,0,-16.791912078857422,5.097593458458505e-08,0,-21.855714797973633,3.22243148831447e-10,0,-15.105731010437012,2.7521005563357903e-07,0,-20.282089233398438,1.5545351672585639e-09,0,-18.50298309326172,9.209935036835759e-09,0,-21.75959587097168,3.547541982396041e-10,0
2884,687,-16.72585678100586,5.445686923621906e-08,0,-25.22709846496582,1.1066501014178609e-11,0,-15.961174964904785,1.1699026458700246e-07,0,-20.851951599121094,8.792501726695434e-10,0,-14.298787117004395,6.16758825344732e-07,0,-19.376815795898438,3.843755980170727e-09,0,-17.531034469604492,2.4342684312728124e-08,0,-20.771381378173828,9.530235489663141e-10,0
2885,167,-14.531556129455566,4.886807118964498e-07,0,-19.884857177734375,2.312683822225381e-09,0,-13.465956687927246,1.4184325891619665e-06,0,-18.00394058227539,1.517008385576446e-08,0,-14.060969352722168,7.823448981980619e-07,0,-16.754642486572266,5.291164129062054e-08,0,-15.142675399780273,2.6522809548623627e-07,0,-17.95218849182129,1.5975835765402735e-08,0
2886,283,-10.045428276062012,4.338175494922325e-05,0,-12.25809097290039,4.746535068989033e-06,0,-12.600340843200684,3.370854528839118e-06,0,-16.068889617919922,1.0504367509156509e-07,0,-12.899983406066895,2.4980856778711313e-06,0,-15.676047325134277,1.5558907762169838e-07,0,-15.015090942382812,3.013205116531026e-07,0,-16.263900756835938,8.643260684948473e-08,0
2887,272,-16.363746643066406,7.82195144211073e-08,0,-19.386598587036133,3.8063365792595505e-09,0,-15.183703422546387,2.545665154229937e-07,0,-20.246341705322266,1.6111111333927397e-09,0,-16.253265380859375,8.735675294246903e-08,0,-19.200037002563477,4.587011659396012e-09,0,-18.121326446533203,1.3489874994832007e-08,0,-20.35565948486328,1.4442733675679165e-09,0
2888,186,-14.560904502868652,4.745470789657702e-07,0,-19.355791091918945,3.925425318129783e-09,0,-12.953813552856445,2.367168917771778e-06,0,-17.423545837402344,2.710504531933111e-08,0,-13.064545631408691,2.119039208992035e-06,0,-16.364505767822266,7.816014857553455e-08,0,-15.12437629699707,2.701262076243438e-07,0,-17.355398178100586,2.901659001963708e-08,0
2889,182,-12.697513580322266,3.0587120818381663e-06,0,-15.307341575622559,2.2496031704122288e-07,0,-13.803522109985352,1.0120595561602386e-06,0,-17.88541603088379,1.7079003100661794e-08,0,-14.288451194763184,6.231666702660732e-07,0,-17.225051879882812,3.3056355874805377e-08,0,-16.402172088623047,7.52709112816774e-08,0,-18.063879013061523,1.4287524940925778e-08,0
2890,535,-2.061858892440796,0.1128595843911171,0,-2.9442222118377686,0.05001029744744301,0,-10.879430770874023,1.884148150566034e-05,0,-13.062796592712402,2.122748583133216e-06,0,-11.188711166381836,1.3829246199748013e-05,0,-13.622907638549805,1.2123997521484853e-06,0,-13.219544410705566,1.8147801483792136e-06,0,-12.989531517028809,2.284110678374418e-06,0
2891,181,-12.408971786499023,4.081786300957901e-06,0,-15.002867698669434,3.050262478154764e-07,0,-13.616275787353516,1.2204669701532112e-06,0,-17.619544982910156,2.228069995169335e-08,0,-14.121845245361328,7.361396683336352e-07,0,-16.974679946899414,4.24609929439157e-08,0,-16.149919509887695,9.686771562655849e-08,0,-17.794109344482422,1.87118391892227e-08,0
2892,301,-7.423402786254883,0.0005967575125396252,0,-10.24207592010498,3.5637520340969786e-05,0,-13.734814643859863,1.0840400364031666e-06,0,-16.282882690429688,8.480741797711744e-08,0,-10.716924667358398,2.216608845628798e-05,0,-16.824939727783203,4.93198193396438e-08,0,-16.1431941986084,9.752136520546628e-08,0,-16.908525466918945,4.536497044682619e-08,0
2893,169,-16.285837173461914,8.455722877442895e-08,0,-24.710182189941406,1.855684876594932e-11,0,-15.087986946105957,2.8013695896333957e-07,0,-19.7701358795166,2.5938156067439877e-09,0,-13.717961311340332,1.1024645800716826e-06,0,-18.312355041503906,1.1144105194205167e-08,0,-16.410966873168945,7.461181183998633e-08,0,-19.636234283447266,2.9654581013005554e-09,0
2894,172,-11.85379409790039,7.111472314136336e-06,0,-15.721467018127441,1.486803569150652e-07,0,-13.148032188415527,1.949311808857601e-06,0,-17.106414794921875,3.722017538621003e-08,0,-13.728433609008789,1.0909793672908563e-06,0,-16.270620346069336,8.585376320979776e-08,0,-15.117897987365723,2.718818450375693e-07,0,-17.222566604614258,3.3138615407324323e-08,0
2895,173,-14.86701488494873,3.4941160720336484e-07,0,-22.180055618286133,2.329829940084238e-10,0,-13.69706916809082,1.1257395726715913e-06,0,-17.872507095336914,1.7300905597039673e-08,0,-11.875505447387695,6.9587381403835025e-06,0,-16.554594039916992,6.462954615926719e-08,0,-15.022079467773438,2.9922210842414643e-07,0,-17.8654842376709,1.7422834730496106e-08,0
2896,175,-12.195515632629395,5.0530393309600186e-06,0,-14.5126953125,4.979850700692623e-07,0,-12.384543418884277,4.182725660939468e-06,0,-16.14263153076172,9.757625463180375e-08,0,-13.736838340759277,1.081848495232407e-06,0,-15.342582702636719,2.1717052334224718e-07,0,-14.195112228393555,6.841333970442065e-07,0,-16.379064559936523,7.703047799623164e-08,0
2897,176,-13.345515251159668,1.5999842162273126e-06,0,-17.452415466308594,2.6333720981597253e-08,0,-13.674180030822754,1.1518039855218376e-06,0,-17.93999481201172,1.61718318736348e-08,0,-14.488941192626953,5.099557824905787e-07,0,-16.942459106445312,4.3851400732819457e-08,0,-15.637696266174316,1.6167197713912174e-07,0,-18.049983978271484,1.4487437027810302e-08,0
2898,178,-8.98904800415039,0.000124753249110654,0,-12.731468200683594,2.9565983368229354e-06,0,-12.276721000671387,4.658925718104001e-06,0,-15.728870391845703,1.4758367683498363e-07,0,-12.542755126953125,3.5706646031030687e-06,0,-15.177522659301758,2.5614480136937345e-07,0,-14.185857772827148,6.904940619278932e-07,0,-15.785951614379883,1.393953539263748e-07,0
2899,188,-17.215938568115234,3.335899023682032e-08,0,-21.37200355529785,5.227051569356433e-10,0,-14.148322105407715,7.169047648858395e-07,0,-18.51900291442871,9.063568562339697e-09,0,-15.193218231201172,2.521558428725257e-07,0,-17.041141510009766,3.973070761276176e-08,0,-15.396739959716797,2.0572197456658614e-07,0,-18.639375686645508,8.035668130901286e-09,0
2900,191,-7.4850945472717285,0.0005610751104541123,0,-10.64542293548584,2.3809003323549405e-05,0,-11.583478927612305,9.318692718807142e-06,0,-14.43071460723877,5.405303227234981e-07,0,-10.884288787841797,1.8750175513559952e-05,0,-14.53095817565918,4.889729439128132e-07,0,-13.69218921661377,1.1312466767776641e-06,0,-14.660447120666504,4.295844178159314e-07,0
2901,221,-12.35430908203125,4.3111176637467e-06,0,-15.947317123413086,1.1862277915497543e-07,0,-11.449084281921387,1.0659117833711207e-05,0,-15.316261291503906,2.229626545613428e-07,0,-12.020751953125,6.017985469952691e-06,0,-14.545563697814941,4.818831484953989e-07,0,-13.428691864013672,1.4722874084327486e-06,0,-15.353714942932129,2.1476634515238402e-07,0
2902,222,-12.51685619354248,3.6643493785959436e-06,0,-16.01106834411621,1.1129644406082662e-07,0,-11.467317581176758,1.0466529602126684e-05,0,-15.347474098205566,2.16110848327844e-07,0,-12.136751174926758,5.358875114325201e-06,0,-14.563860893249512,4.7314622975136444e-07,0,-13.430630683898926,1.4694356877953396e-06,0,-15.387866020202637,2.075556437830528e-07,0
2903,295,-7.596568584442139,0.00050191959599033,0,-8.691569328308105,0.00016796796990092844,0,-12.733739852905273,2.9498894491553074e-06,0,-15.921420097351074,1.217348852833311e-07,0,-13.145406723022461,1.9544363567547407e-06,0,-15.907893180847168,1.233927662269707e-07,0,-15.374439239501953,2.1036127861862042e-07,0,-15.971917152404785,1.1574025648997122e-07,0
2904,851,0.3531152009963989,0.5873727798461914,1,-9.348816871643066,8.70607909746468e-05,0,-11.282751083374023,1.2588036042870954e-05,0,-13.37861442565918,1.5478927934964304e-06,0,-7.082447528839111,0.0008390108705498278,0,-13.387200355529785,1.534659759272472e-06,0,-12.6763277053833,3.1242045679391595e-06,0,-13.017972946166992,2.220062697233516e-06,0
2905,831,-1.9339139461517334,0.12631799280643463,0,-9.294331550598145,9.193548612529412e-05,0,-9.966144561767578,4.696107134805061e-05,0,-12.125106811523438,5.421640253189253e-06,0,-6.961348533630371,0.0009469201322644949,0,-11.860832214355469,7.061597443680512e-06,0,-11.207988739013672,1.3565208064392209e-05,0,-11.866546630859375,7.021360033832025e-06,0
2906,741,-2.1770718097686768,0.1018284261226654,0,-12.950273513793945,2.3755637812428176e-06,0,-10.827263832092285,1.9850453099934384e-05,0,-12.893453598022461,2.514450898161158e-06,0,-5.856173038482666,0.0028540075290948153,0,-12.535650253295898,3.596124543037149e-06,0,-11.560096740722656,9.53914877754869e-06,0,-12.633462905883789,3.261034180468414e-06,0
2907,846,-17.49983787536621,2.5114060164810326e-08,0,-24.66717529296875,1.937233186366516e-11,0,-15.146354675292969,2.6425402666063746e-07,0,-19.98417091369629,2.0940393863355666e-09,0,-14.772865295410156,3.839069790956273e-07,0,-18.485551834106445,9.37188282534862e-09,0,-16.568815231323242,6.371694638573899e-08,0,-19.817153930664062,2.4746820148635607e-09,0
2908,790,-15.707257270812988,1.508081481915724e-07,0,-23.85372543334961,4.3697708645984434e-11,0,-14.624943733215332,4.451100892310933e-07,0,-19.14219856262207,4.860139846130096e-09,0,-13.688688278198242,1.1352138926667976e-06,0,-17.73582649230957,1.9834827114095788e-08,0,-15.75440788269043,1.438624792626797e-07,0,-19.02625274658203,5.457621465865259e-09,0
2909,724,-15.283129692077637,2.304735033931138e-07,0,-25.362648010253906,9.66366656834916e-12,0,-15.714048385620117,1.497874393407983e-07,0,-20.428850173950195,1.3423415712310316e-09,0,-13.633872985839844,1.1991779729214613e-06,0,-19.007282257080078,5.562143634563199e-09,0,-16.944948196411133,4.374238926629914e-08,0,-20.36231231689453,1.4346969168244073e-09,0
2910,806,-14.98436164855957,3.1072363526618574e-07,0,-20.669490814208984,1.0552471119140705e-09,0,-13.632511138916016,1.2008123349005473e-06,0,-18.24570655822754,1.1912155706284011e-08,0,-14.072425842285156,7.734331006759021e-07,0,-16.970993041992188,4.2617831041980025e-08,0,-15.313502311706543,2.2357865248068265e-07,0,-18.108444213867188,1.3664778641953035e-08,0
2911,688,-17.52120590209961,2.4583117763654627e-08,0,-25.874713897705078,5.791013068384698e-12,0,-16.811336517333984,4.9995311002248854e-08,0,-21.86469268798828,3.1936303601654004e-10,0,-15.098731994628906,2.771429876702314e-07,0,-20.302324295043945,1.5233951877746676e-09,0,-18.516143798828125,9.089519359406495e-09,0,-21.771223068237305,3.506533396979705e-10,0
2912,687,-16.68342399597168,5.6817356153260334e-08,0,-25.236249923706055,1.0965689294095693e-11,0,-15.982451438903809,1.1452742398887494e-07,0,-20.864456176757812,8.683240793061486e-10,0,-14.296529769897461,6.181526828186179e-07,0,-19.400827407836914,3.752560484571177e-09,0,-17.54638671875,2.397182186086866e-08,0,-20.78631019592285,9.389018451599895e-10,0
2913,167,-14.55666732788086,4.7656209289925755e-07,0,-19.933374404907227,2.2031574342662452e-09,0,-13.495142936706543,1.377632202093082e-06,0,-18.028329849243164,1.4804571790705268e-08,0,-14.077441215515137,7.695638259974658e-07,0,-16.78382682800293,5.1389765332032766e-08,0,-15.162945747375488,2.5990595986513654e-07,0,-17.97963523864746,1.5543314191290847e-08,0
2914,283,-10.070672035217285,4.230038757668808e-05,0,-12.262157440185547,4.727272425952833e-06,0,-12.623780250549316,3.29276304000814e-06,0,-16.08952522277832,1.0289824103892897e-07,0,-12.943293571472168,2.392202759438078e-06,0,-15.7011137008667,1.5173749545738247e-07,0,-15.032105445861816,2.962370899695088e-07,0,-16.285173416137695,8.461336875598136e-08,0
2915,272,-16.379018783569336,7.703400939362837e-08,0,-19.375619888305664,3.848355412117144e-09,0,-15.194327354431152,2.518763437819871e-07,0,-20.251312255859375,1.6031229677082592e-09,0,-16.286455154418945,8.450498967249587e-08,0,-19.211923599243164,4.532811015423022e-09,0,-18.123920440673828,1.3454926950373647e-08,0,-20.359806060791016,1.4382970370263592e-09,0
2916,186,-14.559502601623535,4.75212829087468e-07,0,-19.33253288269043,4.017794097421756e-09,0,-12.963932991027832,2.3433351543644676e-06,0,-17.42093276977539,2.7175968142501006e-08,0,-13.08940315246582,2.067014747808571e-06,0,-16.369586944580078,7.776401389492094e-08,0,-15.11932373046875,2.714944855597423e-07,0,-17.35090446472168,2.9147271263241237e-08,0
2917,182,-12.692063331604004,3.075428139709402e-06,0,-15.292256355285645,2.2837961921595706e-07,0,-13.821638107299805,9.938902394424076e-07,0,-17.8948917388916,1.6917933720606015e-08,0,-14.31572151184082,6.064023523322248e-07,0,-17.24164581298828,3.251235014545273e-08,0,-16.41094207763672,7.461366635652666e-08,0,-18.071496963500977,1.4179097007627206e-08,0
2918,535,-2.079705238342285,0.11108506470918655,0,-2.9765424728393555,0.048496928066015244,0,-10.924233436584473,1.8015978639596142e-05,0,-13.109639167785645,2.0256070456525777e-06,0,-11.233403205871582,1.322480329690734e-05,0,-13.673797607421875,1.1522445220180089e-06,0,-13.262907981872559,1.737766638143512e-06,0,-13.035988807678223,2.180424644393497e-06,0
2919,181,-12.408639907836914,4.083140993316192e-06,0,-14.988819122314453,3.093416864885512e-07,0,-13.634626388549805,1.1982749583694385e-06,0,-17.62969970703125,2.2055589354863514e-08,0,-14.152119636535645,7.141874220906175e-07,0,-16.991403579711914,4.1756798907499615e-08,0,-16.158527374267578,9.603746775610489e-08,0,-17.80306053161621,1.8545096125421878e-08,0
2920,301,-7.45815372467041,0.0005763875669799745,0,-10.258993148803711,3.503972402540967e-05,0,-13.74658203125,1.071358383342158e-06,0,-16.29680633544922,8.363478087858311e-08,0,-10.755495071411133,2.1327434296836145e-05,0,-16.83608055114746,4.8773408423130604e-08,0,-16.149126052856445,9.694459635056774e-08,0,-16.91946792602539,4.487127469587904e-08,0
2921,169,-16.266132354736328,8.623994318668338e-08,0,-24.734647750854492,1.8108353358470275e-11,0,-15.12505054473877,2.6994413815373264e-07,0,-19.803314208984375,2.509169094722097e-09,0,-13.735604286193848,1.0831844292624737e-06,0,-18.35561752319336,1.0672264849631574e-08,0,-16.445232391357422,7.209850849676513e-08,0,-19.672393798828125,2.8601441215414525e-09,0
2922,172,-11.87799072265625,6.941465017007431e-06,0,-15.76858139038086,1.4183783036969544e-07,0,-13.202552795410156,1.8458796375853126e-06,0,-17.16086196899414,3.524782599129139e-08,0,-13.77005386352539,1.0465046216268092e-06,0,-16.332387924194336,8.071123858144347e-08,0,-15.170778274536133,2.5787818458411493e-07,0,-17.279451370239258,3.130614345536742e-08,0
2923,173,-14.913036346435547,3.3369562402185693e-07,0,-22.2132625579834,2.2537338661976491e-10,0,-13.738417625427246,1.0801412599903415e-06,0,-17.91650390625,1.65562212828263e-08,0,-11.948716163635254,6.467488674388733e-06,0,-16.598529815673828,6.185147327641971e-08,0,-15.054351806640625,2.89719650936604e-07,0,-17.90740966796875,1.6707474514987553e-08,0
2924,175,-12.264128684997559,4.717963292932836e-06,0,-14.600884437561035,4.559489354960533e-07,0,-12.453487396240234,3.904068762494717e-06,0,-16.22126579284668,9.019734648063604e-08,0,-13.805025100708008,1.0105395631399006e-06,0,-15.422540664672852,2.004821055834327e-07,0,-14.262652397155762,6.394527645170456e-07,0,-16.4589786529541,7.111420785577138e-08,0
2925,176,-13.36829662322998,1.5639465118510998e-06,0,-17.491865158081055,2.5315088691968413e-08,0,-13.722244262695312,1.0977528290823102e-06,0,-17.986597061157227,1.5435480449355055e-08,0,-14.531563758850098,4.88676960230805e-07,0,-16.99650764465332,4.154421517910123e-08,0,-15.681543350219727,1.5473629844109382e-07,0,-18.098791122436523,1.3797323283881724e-08,0
2926,178,-9.034394264221191,0.00011922317935386673,0,-12.79428768157959,2.7765804588852916e-06,0,-12.335240364074707,4.394113602756988e-06,0,-15.790711402893066,1.3873342652459542e-07,0,-12.593433380126953,3.394219220353989e-06,0,-15.243952751159668,2.396819525074534e-07,0,-14.242411613464355,6.525277171931521e-07,0,-15.850651741027832,1.3066201631772856e-07,0
2927,188,-17.268699645996094,3.164456074955524e-08,0,-21.42820167541504,4.941402287350627e-10,0,-14.195026397705078,6.841921162958897e-07,0,-18.56732749938965,8.63598970113344e-09,0,-15.251683235168457,2.3783621827533352e-07,0,-17.0908260345459,3.7804941399599556e-08,0,-15.434332847595215,1.9813185758721374e-07,0,-18.688142776489258,7.65319363438266e-09,0
2928,191,-7.495161056518555,0.0005554584786295891,0,-10.62692928314209,2.42534042627085e-05,0,-11.58518123626709,9.302843864134047e-06,0,-14.425856590270996,5.431625709206855e-07,0,-10.902585983276367,1.8410224583931267e-05,0,-14.527177810668945,4.908249593427172e-07,0,-13.686080932617188,1.1381777085262001e-06,0,-14.652826309204102,4.328707348122407e-07,0
2929,221,-12.383660316467285,4.186420483165421e-06,0,-15.94411849975586,1.1900282004262408e-07,0,-11.466819763183594,1.0471741006767843e-05,0,-15.32612419128418,2.2077441030887712e-07,0,-12.064273834228516,5.761691227235133e-06,0,-14.559478759765625,4.7522419777124014e-07,0,-13.431303977966309,1.4684466123071616e-06,0,-15.363487243652344,2.126777900457455e-07,0
2930,222,-12.539542198181152,3.582155841286294e-06,0,-16.003633499145508,1.1212700457008395e-07,0,-11.487232208251953,1.026015706884209e-05,0,-15.357934951782227,2.1386193793659913e-07,0,-12.177741050720215,5.143657745065866e-06,0,-14.579345703125,4.6587609858761425e-07,0,-13.435751914978027,1.4619296280216076e-06,0,-15.398100852966309,2.0544220546980796e-07,0
2931,295,-7.589273929595947,0.0005055924411863089,0,-8.712143898010254,0.00016454797878395766,0,-12.77899169921875,2.8193771868245676e-06,0,-15.967507362365723,1.1625177620544491e-07,0,-13.181884765625,1.8844270925910678e-06,0,-15.961153984069824,1.1699272306486819e-07,0,-15.42065143585205,2.0086120855467016e-07,0,-16.016319274902344,1.1071357874925525e-07,0
2932,851,0.3034621775150299,0.5752886533737183,1,-9.424897193908691,8.068338502198458e-05,0,-11.354146957397461,1.1720645488821901e-05,0,-13.459228515625,1.4280082041295827e-06,0,-7.151072025299072,0.0007834089337848127,0,-13.469347953796387,1.4136304571366054e-06,0,-12.747320175170898,2.9100999654474435e-06,0,-13.099445343017578,2.046361259999685e-06,0
2933,831,-2.0258243083953857,0.11651808023452759,0,-9.396871566772461,8.297639578813687e-05,0,-10.030549049377441,4.403203638503328e-05,0,-12.20700740814209,4.995303697796771e-06,0,-7.032990455627441,0.0008815116016194224,0,-11.93794059753418,6.537556146213319e-06,0,-11.276305198669434,1.2669438547163736e-05,0,-11.950366973876953,6.456821211031638e-06,0
2934,741,-2.132384777069092,0.10598880797624588,0,-12.940736770629883,2.398326842012466e-06,0,-10.880279541015625,1.8825498045771383e-05,0,-12.94428825378418,2.389824658166617e-06,0,-5.9166998863220215,0.0026868379209190607,0,-12.596229553222656,3.384741830814164e-06,0,-11.610511779785156,9.070158739632461e-06,0,-12.679458618164062,3.114438641205197e-06,0
2935,846,-17.518577575683594,2.4647818008816103e-08,0,-24.729238510131836,1.820656993223313e-11,0,-15.177983283996582,2.560268512752373e-07,0,-20.026094436645508,2.0080646034870142e-09,0,-14.842936515808105,3.579269787223893e-07,0,-18.51797866821289,9.07285713225292e-09,0,-16.5832576751709,6.280333053609866e-08,0,-19.853845596313477,2.3855275532724818e-09,0
2936,790,-15.746054649353027,1.4506923662338522e-07,0,-23.8952579498291,4.1920005661166826e-11,0,-14.653383255004883,4.3262971871627087e-07,0,-19.182844161987305,4.666557806842775e-09,0,-13.817025184631348,9.984854614231153e-07,0,-17.765989303588867,1.9245486981844806e-08,0,-15.76304817199707,1.426248132929686e-07,0,-19.058969497680664,5.281955317570919e-09,0
2937,724,-15.327754020690918,2.204148756845825e-07,0,-25.405771255493164,9.25579578259228e-12,0,-15.748967170715332,1.446473305577456e-07,0,-20.477081298828125,1.2791357972830042e-09,0,-13.769206047058105,1.047392174768902e-06,0,-19.04664421081543,5.347459808291433e-09,0,-16.962730407714844,4.297142197629e-08,0,-20.40193748474121,1.3789581698731013e-09,0
2938,806,-15.004465103149414,3.0453938393293356e-07,0,-20.73748207092285,9.858843741383794e-10,0,-13.669661521911621,1.1570201650101808e-06,0,-18.29465675354004,1.1343094463711623e-08,0,-14.121513366699219,7.36383981347899e-07,0,-17.010974884033203,4.0947512047750934e-08,0,-15.345270156860352,2.165876935578126e-07,0,-18.152591705322266,1.3074636484589064e-08,0
2939,688,-17.543649673461914,2.4037525747644395e-08,0,-25.869293212890625,5.8224891921754285e-12,0,-16.841257095336914,4.852158497214987e-08,0,-21.894269943237305,3.100554535340194e-10,0,-15.215811729431152,2.465226316417102e-07,0,-20.32378578186035,1.491049173019121e-09,0,-18.52574920654297,9.002628864607232e-09,0,-21.79294204711914,3.4311961605304475e-10,0
2940,687,-16.731765747070312,5.4136037874741305e-08,0,-25.26103973388672,1.0697193131292693e-11,0,-16.020870208740234,1.1021086976370498e-07,0,-20.91085433959961,8.289557373863943e-10,0,-14.440654754638672,5.351839149625448e-07,0,-19.440099716186523,3.6080449739017695e-09,0,-17.565135955810547,2.3526556702790913e-08,0,-20.823944091796875,9.042239179635203e-10,0
2941,167,-14.57835578918457,4.6633749661850743e-07,0,-20.038063049316406,1.9841741583093153e-09,0,-13.569991111755371,1.278283662031754e-06,0,-18.12584114074707,1.3429109380069804e-08,0,-14.14704418182373,7.178214787018078e-07,0,-16.874631881713867,4.692890698265728e-08,0,-15.240205764770508,2.405817269846011e-07,0,-18.074691772460938,1.4133870074317656e-08,0
2942,283,-10.145905494689941,3.923486656276509e-05,0,-12.35983943939209,4.287341198505601e-06,0,-12.661468505859375,3.170974196109455e-06,0,-16.14167022705078,9.76701102217703e-08,0,-13.043811798095703,2.1634336917486507e-06,0,-15.746981620788574,1.4493481614863413e-07,0,-15.05524730682373,2.89460331259761e-07,0,-16.335773468017578,8.043844701433045e-08,0
2943,272,-16.38972282409668,7.621382991374048e-08,0,-19.46510124206543,3.518957125692168e-09,0,-15.265260696411133,2.3462881415525771e-07,0,-20.336883544921875,1.4716470264630743e-09,0,-16.36713981628418,7.795454592951501e-08,0,-19.292491912841797,4.181934798452858e-09,0,-18.186115264892578,1.2643593727545976e-08,0,-20.439802169799805,1.327720600130533e-09,0
2944,186,-14.58731746673584,4.6217698468353774e-07,0,-19.424545288085938,3.664605063846693e-09,0,-13.024948120117188,2.204631073254859e-06,0,-17.505050659179688,2.498348905533021e-08,0,-13.16738510131836,1.9119497665087692e-06,0,-16.447681427001953,7.192215178974948e-08,0,-15.178474426269531,2.559011420544266e-07,0,-17.4298152923584,2.6935646602055385e-08,0
2945,182,-12.689492225646973,3.0833455184620107e-06,0,-15.37040901184082,2.1121078930264048e-07,0,-13.881987571716309,9.356835448670608e-07,0,-17.96598243713379,1.5756979721004427e-08,0,-14.383247375488281,5.66806420465582e-07,0,-17.31120491027832,3.0327683475661615e-08,0,-16.464567184448242,7.071789553947383e-08,0,-18.140520095825195,1.3233424134284633e-08,0
2946,535,-2.162416458129883,0.10317664593458176,0,-3.0905814170837402,0.043497439473867416,0,-10.963798522949219,1.731710472085979e-05,0,-13.162161827087402,1.9219623936805874e-06,0,-11.327934265136719,1.2031934602418914e-05,0,-13.719382286071777,1.1008989986294182e-06,0,-13.284467697143555,1.7007020005621598e-06,0,-13.090683937072754,2.064368800347438e-06,0
2947,181,-12.41142749786377,4.071775038028136e-06,0,-15.06664752960205,2.8617913017114915e-07,0,-13.694808006286621,1.1282880905127968e-06,0,-17.70201301574707,2.0516980114848593e-08,0,-14.222816467285156,6.654402113781543e-07,0,-17.06197738647461,3.891144473300301e-08,0,-16.213180541992188,9.092956787526418e-08,0,-17.874523162841797,1.7266058804921158e-08,0
2948,301,-7.447164058685303,0.0005827530985698104,0,-10.26063346862793,3.498229489196092e-05,0,-13.6991548538208,1.1233942132093944e-06,0,-16.249359130859375,8.769865900148943e-08,0,-10.75334644317627,2.1373305571614765e-05,0,-16.783788681030273,5.1391719324556107e-08,0,-16.09170913696289,1.0267376637784764e-07,0,-16.870214462280273,4.7136673231307213e-08,0
2949,169,-16.306190490722656,8.28536030894611e-08,0,-24.786556243896484,1.7192356913109386e-11,0,-15.156570434570312,2.615682603845926e-07,0,-19.847938537597656,2.39966069237596e-09,0,-13.851798057556152,9.643620160204591e-07,0,-18.390060424804688,1.0310938769464428e-08,0,-16.457185745239258,7.12418213311139e-08,0,-19.708110809326172,2.7597912843901895e-09,0
